region,district,City,latitude,longitude
Крим,Білогірський,Голованівка,34.62788,44.97682
Крим,Білогірський,Горлинка,34.7537,45.00927
Крим,Білогірський,Дивне,34.83662,45.05321
Крим,Нижньогірський,Заріччя,34.71611,45.20548
Крим,Білогірський,Карасівка,34.60607,44.9921
Крим,Білогірський,Кирпичне,34.63508,45.0242
Крим,Білогірський,Ульяновка,34.82649,44.98884
Крим,Білогірський,Красна Слобода,34.74254,44.98335
Крим,Білогірський,Красноселівка,34.63491,44.92773
Крим,Білогірський,Кривцове,34.85721,45.07038
Крим,Білогірський,Криничне,34.6126,45.02455
Крим,Білогірський,Курське,34.93498,45.02523
Крим,Білогірський,Мелехове,34.78563,45.03725
Крим,Білогірський,Малинівка,34.73843,45.13218
Крим,Білогірський,Миронівка,34.56934,45.13407
Крим,Білогірський,Некрасове,34.76761,45.0939
Крим,Білогірський,Опитне,34.90185,44.99811
Крим,Білогірський,Павлівка,34.71371,45.18024
Крим,Білогірський,Родники,34.78769,45.00206
Крим,Білогірський,Руське,34.79164,45.02094
Крим,Білогірський,Сєверне,34.7307,45.16016
Крим,Білогірський,Сінне,34.82803,45.06437
Крим,Білогірський,Тополівка,34.87884,45.01064
Крим,Совєтський,Хлібне,34.84365,45.12445
Крим,Білогірський,Черемисівка,34.73431,45.01339
Крим,Білогірський,Яблучне,34.6162,45.07553
Крим,м Судак,Веселе,34.87867,44.85546
Крим,м Судак,Дачне,34.97927,44.87881
Крим,м Судак,Холодівка,34.99283,45.05064
Крим,Білогірський,Вишенне,34.5956,45.14213
Крим,м Алушта,Привітне,34.67749,44.82216
Крим,Кіровський,Добролюбовка,34.87095,45.086
Крим,Кіровський,Льговське,34.95729,45.09682
Крим,Совєтський,Лохівка,34.88056,45.21784
Крим,Совєтський,Лучове,34.82803,45.21028
Крим,Совєтський,Пушкіне,34.97343,45.20187
Крим,Білогірський,Алексєєвка,34.6641,44.95399
Крим,Білогірський,Біла Скеля,34.61981,45.09424
Крим,Білогірський,Багате,34.76761,45.02746
Крим,Білогірський,Василівка,34.72177,45.13956
Крим,Білогірський,Дозорне,34.69774,45.02231
Крим,Білогірський,Земляничне,34.83404,44.97322
Крим,Білогірський,Кизилівка,34.6768,45.0024
Крим,Білогірський,Лічебне,34.74941,45.0515
Крим,Білогірський,Мельники,34.62049,45.19672
Крим,Білогірський,Мічурінське,34.70684,45.07433
Крим,Білогірський,Поворотне,34.72263,44.9485
Крим,Білогірський,Пролом,34.72006,45.11055
Крим,Білогірський,Синьокам'янка,34.77962,44.96961
Крим,Білогірський,Оленівка,34.6538,45.00154
Крим,Білогірський,Чорнопілля,34.63989,45.04223
Крим,м Судак,Ворон,34.82014,44.89185
Крим,м Судак,Громівка,34.79061,44.87949
Крим,м Судак,Грушівка,34.97326,45.02094
Крим,м Судак,Лісне,34.9542,44.94078
Крим,м Судак,Міжріччя,34.8488,44.87881
Крим,м Судак,Морське,34.80366,44.82851
Крим,м Судак,Перевалівка,34.97875,44.97717
Крим,Совєтський,Пруди,34.89155,45.1193
Крим,Білогірський,Муромське,34.84983,45.09218
Крим,Кіровський,Долинне,34.93034,45.06317
Крим,Білогірський,Радісне,34.85241,45.00017
Крим,Кіровський,Айвазовське,35.07694,45.11862
Крим,Кіровський,Кринички,35.09788,45.07313
Крим,Кіровський,Матросівка,35.14183,45.1169
Крим,Кіровський,Тутівка,35.19899,45.11158
Крим,Ленінський,Фронтове,35.45992,45.19192
Крим,Ленінський,Южне,35.66093,45.12497
Крим,Ленінський,Ячмінне,35.53562,45.19638
Крим,м Феодосія,Піонерське,35.34216,45.02695
Крим,м Феодосія,Підгірне,35.27727,45.0139
Крим,м Феодосія,Сонячне,35.34387,45.04892
Крим,м Феодосія,Степове,35.38113,45.09407
Крим,м Судак,Багатівка,35.05943,44.87074
Крим,м Судак,Миндальне,35.04879,44.85975
Крим,Кіровський,Абрикосівка,35.10132,45.109
Крим,Кіровський,Бабенкове,35.12844,45.09544
Крим,Кіровський,Василькове,35.31298,45.2029
Крим,Кіровський,Видне,35.2438,45.09287
Крим,Кіровський,Відродження,35.03128,45.17303
Крим,Кіровський,Жемчужина Криму,35.18766,45.09579
Крим,Кіровський,Журавки,35.21633,45.13132
Крим,Кіровський,Ізюмівка,35.13342,45.04377
Крим,Кіровський,Ключове,35.2074,45.04892
Крим,Кіровський,Красносільське,35.18921,45.18299
Крим,Кіровський,Відважне,35.21633,45.03399
Крим,Кіровський,Партизани,35.15282,45.1454
Крим,Кіровський,Привітне,35.05943,45.11604
Крим,Кіровський,Садове,35.19625,45.09321
Крим,Кіровський,Спасівка,35.10715,45.13801
Крим,Кіровський,Трудолюбівка,35.15127,45.21835
Крим,Совєтський,Восточне,35.02527,45.21904
Крим,Совєтський,Дятлівка,35.05291,45.18059
Крим,Совєтський,Надежда,35.09754,45.20702
Крим,Совєтський,Річне,35.03403,45.19724
Крим,Ленінський,Батальне,35.61544,45.19071
Крим,Ленінський,Єрофєєве,35.6551,45.20531
Крим,м Феодосія,Берегове,35.43468,45.0939
Крим,м Феодосія,Ближнє,35.33083,45.05768
Крим,м Феодосія,Виноградне,35.31624,45.02781
Крим,м Феодосія,Нанікове,35.22062,44.99931
Крим,м Феодосія,Насипне,35.28963,45.04635
Крим,м Феодосія,Южне,35.28929,45.00103
Крим,м Феодосія,Краснокам'янка,35.079,44.92241
Крим,м Судак,Прибережне,35.13307,44.85958
Крим,м Судак,Сонячна Долина,35.10269,44.87486
Крим,Кіровський,Владиславівка,35.37838,45.16428
Крим,Кіровський,Новопокровка,35.25513,45.16411
Крим,Кіровський,Первомайське,35.1626,45.06369
Крим,Кіровський,Ярке Поле,35.1971,45.20548
Крим,Кіровський,Ізобільне,35.20346,45.10969
Крим,Джанкойський,Вільне,34.30275,45.56511
Крим,Роздольненський,Новоселівське,33.59344,45.45027
Крим,Красногвардійський,Красногвардійське,34.30361,45.49181
Крим,Красногвардійський,Октябрське,34.12834,45.29079
Крим,Первомайський,Первомайське,33.86072,45.71308
Крим,Джанкойський,Азовське,34.56539,45.58931
Крим,м Джанкой,Джанкой,34.41141,45.71102
Крим,Роздольненський,Молочне,33.45405,45.72853
Крим,Красногвардійський,Проточне,34.48883,45.41096
Крим,Красногвардійський,Азов,34.34086,45.32427
Крим,Красногвардійський,Амурське,34.13298,45.28496
Крим,Красногвардійський,Видне,34.33416,45.49593
Крим,Красногвардійський,Володимирове,34.42995,45.45868
Крим,Красногвардійський,Восход,34.38858,45.50897
Крим,Красногвардійський,Григорівка,34.11804,45.42194
Крим,Красногвардійський,Доходне,34.3836,45.48117
Крим,Красногвардійський,Зарічне,34.28129,45.30109
Крим,Красногвардійський,Звіздне,34.07101,45.28341
Крим,Красногвардійський,Золоте,34.53501,45.27758
Крим,Красногвардійський,Ізвесткове,33.99788,45.48168
Крим,Красногвардійський,Іскра,34.18207,45.26401
Крим,Красногвардійський,Калініне,34.22378,45.5912
Крим,Красногвардійський,Карпівка,34.07392,45.52254
Крим,Красногвардійський,Красний Партизан,34.21383,45.40546
Крим,Красногвардійський,Курганне,34.19906,45.29371
Крим,Красногвардійський,Мар'янівка,34.44763,45.39928
Крим,Красногвардійський,Молочне,34.34927,45.38692
Крим,Красногвардійський,Низове,34.39957,45.26092
Крим,Красногвардійський,Новодолинка,34.51921,45.42503
Крим,Красногвардійський,Новоіванівка,34.10791,45.31551
Крим,Красногвардійський,Новомикільське,34.39047,45.38469
Крим,Красногвардійський,Новоестонія,34.23391,45.4949
Крим,Красногвардійський,Петрівка,34.28696,45.50451
Крим,Красногвардійський,Побєдине,34.20353,45.61523
Крим,Красногвардійський,Радужне,34.0214,45.29491
Крим,Красногвардійський,Рогове,33.96801,45.32375
Крим,Красногвардійський,Симоненко,33.89746,45.29835
Крим,Красногвардійський,Тимошенко,33.97058,45.29079
Крим,Красногвардійський,Цвіткове,34.16542,45.31774
Крим,Красногвардійський,Щербакове,34.34772,45.48168
Крим,Первомайський,Абрикосове,34.10173,45.69179
Крим,Первомайський,Упорне,33.88269,45.70295
Крим,Первомайський,Чапаєве,33.62451,45.51206
Крим,Білогірський,Тургенєве,34.27082,45.22539
Крим,Джанкойський,Арбузівка,34.3333,45.62673
Крим,Джанкойський,Дібрівка,34.32129,45.56785
Крим,Джанкойський,Костянтинівка,34.36781,45.6748
Крим,Джанкойський,Майське,34.54668,45.5924
Крим,Джанкойський,Мічурінівка,34.36781,45.6887
Крим,Джанкойський,Нове Життя,34.49467,45.66124
Крим,Джанкойський,Новостепове,34.38806,45.66244
Крим,Джанкойський,Озерки,34.54153,45.69866
Крим,Джанкойський,Октябр,34.552,45.63154
Крим,Джанкойський,Розкішне,34.12027,45.65077
Крим,Джанкойський,Рисакове,34.32592,45.65042
Крим,Джанкойський,Сєрноводське,34.37811,45.57901
Крим,Джанкойський,Слов'янка,34.26567,45.62158
Крим,Джанкойський,Тарасівка,34.45227,45.67531
Крим,Джанкойський,Тімірязєве,34.35923,45.60545
Крим,Джанкойський,Тимофіївка,34.36111,45.65884
Крим,Джанкойський,Яструбці,34.20181,45.66278
Крим,Сакський,Вершинне,33.75378,45.2235
Крим,Сакський,Водопійне,33.80785,45.315
Крим,Сакський,Громовка,33.59413,45.26934
Крим,Сакський,Долинка,33.66073,45.24238
Крим,Сакський,Зернове,33.87377,45.28787
Крим,Сакський,Кар'єрне,33.60718,45.2865
Крим,Сакський,Кольцове,33.45011,45.32598
Крим,Сакський,Листове,33.66485,45.25972
Крим,Сакський,Лушине,33.54023,45.4204
Крим,Сакський,Орлянка,33.56375,45.23792
Крим,Сакський,Рунне,33.57508,45.29062
Крим,Сакський,Сизівка,33.87892,45.34864
Крим,Сакський,Тунельне,33.44118,45.27946
Крим,Сакський,Іллінка,33.77884,45.36444
Крим,Роздольненський,Вітрянка,33.57422,45.65969
Крим,Роздольненський,Волочаївка,33.47122,45.69197
Крим,Роздольненський,Воронки,33.53165,45.58588
Крим,Роздольненський,Зимине,33.51328,45.50863
Крим,Роздольненський,Ковильне,33.52632,45.69059
Крим,Роздольненський,Красноармійське,33.50109,45.55086
Крим,Роздольненський,Овражне,33.52392,45.54039
Крим,Роздольненський,Сєверне,33.5713,45.46142
Крим,Роздольненський,Серебрянка,33.49645,45.63806
Крим,Нижньогірський,Корінне,34.54119,45.43671
Крим,Красногвардійський,Олександрівка,34.09899,45.5773
Крим,Красногвардійський,Ближнє,34.29794,45.52236
Крим,Красногвардійський,Вишняківка,34.24267,45.61884
Крим,Красногвардійський,Докучаєве,34.37433,45.29234
Крим,Красногвардійський,Дібрівське,34.12113,45.39173
Крим,Красногвардійський,Зоря,34.52385,45.50331
Крим,Красногвардійський,Зернове,34.48351,45.32633
Крим,Красногвардійський,Знам'янка,34.34824,45.54331
Крим,Красногвардійський,Клепиніне,34.1843,45.52769
Крим,Красногвардійський,Климове,34.47441,45.49335
Крим,Красногвардійський,Колодязне,34.33416,45.22831
Крим,Красногвардійський,Комарівка,34.16044,45.3574
Крим,Красногвардійський,Комунари,34.22275,45.54983
Крим,Красногвардійський,Котельникове,34.02706,45.36478
Крим,Джанкойський,Краснодольне,34.51235,45.43585
Крим,Красногвардійський,Красна Поляна,34.12611,45.47258
Крим,Красногвардійський,Краснодарка,34.08646,45.60545
Крим,Красногвардійський,Краснознам'янка,33.99685,45.2865
Крим,Красногвардійський,Кремнівка,34.08234,45.46898
Крим,Красногвардійський,Ленінське,34.05161,45.27088
Крим,Красногвардійський,Миронівка,34.29983,45.44872
Крим,Красногвардійський,Машине,34.14259,45.38813
Крим,Красногвардійський,Менделєєве,34.20147,45.32581
Крим,Красногвардійський,Миролюбівка,34.21915,45.47275
Крим,Красногвардійський,Мускатне,34.53655,45.46211
Крим,Красногвардійський,Найдьонівка,34.45398,45.27569
Крим,Красногвардійський,Нахімове,34.50153,45.52494
Крим,Красногвардійський,Невське,34.48059,45.45645
Крим,Красногвардійський,Некрасове,34.28472,45.42349
Крим,Красногвардійський,Новоолексіївка,34.10929,45.2932
Крим,Красногвардійський,Новокатеринівка,34.53569,45.36203
Крим,Красногвардійський,Новозуївка,34.15289,45.23981
Крим,Красногвардійський,Новопокровка,34.4478,45.42177
Крим,Красногвардійський,Новосільці,34.42806,45.48099
Крим,Красногвардійський,Орлівка,34.47939,45.24925
Крим,Красногвардійський,Плодородне,34.39115,45.53627
Крим,Красногвардійський,Пологи,34.39304,45.2465
Крим,Красногвардійський,Полтавка,34.18791,45.35156
Крим,Красногвардійський,Пряме,34.02483,45.315
Крим,Красногвардійський,Пушкіне,34.30498,45.53953
Крим,Красногвардійський,Рівне,34.34927,45.3471
Крим,Красногвардійський,Салгирка,34.29228,45.33131
Крим,Красногвардійський,Тимашівка,34.13916,45.55069
Крим,Красногвардійський,Трактове,33.91102,45.31328
Крим,Красногвардійський,Удачне,34.27957,45.38847
Крим,Красногвардійський,Ульяновка,34.34292,45.44203
Крим,Красногвардійський,Чапаєве,34.4248,45.53181
Крим,Красногвардійський,Янтарне,34.22087,45.43499
Крим,Красногвардійський,Яструбівка,34.11667,45.51412
Крим,Первомайський,Олексіївка,33.63275,45.58433
Крим,Первомайський,Братське,33.93265,45.58725
Крим,Первомайський,Войкове,33.87789,45.51189
Крим,Первомайський,Випасне,33.90415,45.62296
Крим,Первомайський,Гвардійське,33.97711,45.58845
Крим,Первомайський,Гришине,33.83171,45.64287
Крим,Первомайський,Дальнє,34.00886,45.43516
Крим,Первомайський,Дмитрівка,33.84149,45.51327
Крим,Первомайський,Оленівка,34.04938,45.58039
Крим,Первомайський,Кам'янка,33.97985,45.66622
Крим,Первомайський,Каштанівка,33.88853,45.43671
Крим,Первомайський,Кормове,33.6125,45.50039
Крим,Первомайський,Крестянівка,33.94123,45.72304
Крим,Первомайський,Криловка,33.65473,45.70192
Крим,Первомайський,Левітанівка,33.81214,45.71531
Крим,Первомайський,Октябрське,33.94844,45.65403
Крим,Первомайський,Відкрите,33.83514,45.4331
Крим,Первомайський,Панфіловка,33.73455,45.4985
Крим,Первомайський,Привільне,33.65833,45.653
Крим,Первомайський,Пшеничне,33.88922,45.69094
Крим,Первомайський,Рівне,33.79978,45.50005
Крим,Первомайський,Свердловське,33.93608,45.47756
Крим,Первомайський,Стахановка,33.9529,45.36993
Крим,Первомайський,Степне,33.77523,45.65008
Крим,Первомайський,Сусаніне,33.69833,45.50039
Крим,Первомайський,Тихонівка,33.55997,45.49593
Крим,Первомайський,Фрунзе,33.86433,45.6451
Крим,Первомайський,Чернове,33.93471,45.51138
Крим,Білогірський,Аннівка,34.30103,45.25835
Крим,Джанкойський,Ближньогородське,34.38171,45.63978
Крим,Джанкойський,Веселе,34.31837,45.59343
Крим,Джанкойський,Дмитрівка,34.35734,45.69609
Крим,Джанкойський,Дніпровка,34.36472,45.71651
Крим,Джанкойський,Зернове,34.14516,45.63257
Крим,Джанкойський,Кіндратове,34.47321,45.63291
Крим,Красногвардійський,Красна Долина,34.35957,45.57592
Крим,Джанкойський,Кримка,34.19117,45.70433
Крим,Джанкойський,Ларине,34.52402,45.54966
Крим,Джанкойський,Мар'їне,34.27065,45.72922
Крим,Джанкойський,Мирнівка,34.31013,45.69197
Крим,Джанкойський,Нахідка,34.27614,45.60562
Крим,Джанкойський,Побєдне,34.45141,45.70055
Крим,Джанкойський,Польове,34.49364,45.61008
Крим,Джанкойський,Рощине,34.37897,45.61043
Крим,Джанкойський,Рубинівка,34.44574,45.58004
Крим,Джанкойський,Совєтське,34.49243,45.56854
Крим,Джанкойський,Стальне,34.56144,45.7081
Крим,Джанкойський,Ярке,34.26103,45.69197
Крим,Джанкойський,Ярке Поле,34.32112,45.61386
Крим,Сакський,Вересаєве,33.50023,45.30435
Крим,Сакський,Вітрівка,33.63687,45.3586
Крим,Сакський,Виноградове,33.64477,45.39225
Крим,Сакський,Глінка,33.53199,45.28255
Крим,Сакський,Жовтокам'янка,33.45354,45.27122
Крим,Сакський,Журавлівка,33.78965,45.43568
Крим,Сакський,Журавлі,33.64185,45.25251
Крим,Сакський,Крайнє,33.836,45.22779
Крим,Сакський,Лугове,33.71567,45.38315
Крим,Сакський,Митяєве,33.69919,45.2338
Крим,Сакський,Вогневе,33.43998,45.38006
Крим,Сакський,Охотникове,33.59413,45.23929
Крим,Сакський,Самсонове,33.53817,45.33302
Крим,Сакський,Стовпове,33.49508,45.36341
Крим,Сакський,Трудове,33.75996,45.23878
Крим,Красногвардійський,П'ятихатка,34.26069,45.32358
Крим,Сакський,Наумівка,33.63945,45.31105
Крим,Красногвардійський,Холмове,34.37811,45.3265
Крим,м Красноперекопськ,Красноперекопськ,33.79377,45.95272
Крим,м Армянськ,Армянськ,33.69335,46.10258
Крим,Роздольненський,Роздольне,33.48598,45.779
Крим,Роздольненський,Портове,33.48547,45.84904
Крим,Роздольненський,Червоне,33.52598,45.77659
Крим,Первомайський,Мельничне,34.03461,45.76441
Крим,Первомайський,Нова Деревня,33.92149,45.76784
Крим,м Армянськ,Волошине,33.64632,46.11271
Крим,Красноперекопський,Новоолександрівка,34.08457,45.87513
Крим,Красноперекопський,Новоіванівка,34.04354,45.83925
Крим,Красноперекопський,Почетне,33.76545,45.99306
Крим,Красноперекопський,Совхозне,33.77128,45.96113
Крим,Красноперекопський,Танкове,33.82295,45.94877
Крим,Джанкойський,Вітвисте,34.4121,45.79513
Крим,Джанкойський,Володине,34.28181,45.94087
Крим,Джанкойський,Випасне,34.17675,45.87788
Крим,Джанкойський,Єрмакове,34.48608,45.85693
Крим,Джанкойський,Копані,34.46016,45.84972
Крим,Джанкойський,Лобанове,34.24421,45.77419
Крим,Джанкойський,Митюрине,34.51218,45.77883
Крим,Джанкойський,Низинне,34.50273,45.77385
Крим,Джанкойський,Овочеве,34.33674,45.75788
Крим,Джанкойський,Суміжне,34.54634,45.73059
Крим,Джанкойський,Тутове,34.19804,45.82998
Крим,Джанкойський,Ударне,34.26464,45.78483
Крим,Джанкойський,Ясне,34.2691,45.77368
Крим,Красноперекопський,Новопавлівка,33.89025,45.86706
Крим,Роздольненський,Ботанічне,33.54795,45.78638
Крим,Роздольненський,Комишне,33.67533,45.79445
Крим,Роздольненський,Комунарне,33.6779,45.7354
Крим,Роздольненський,Кропоткіне,33.47895,45.80355
Крим,Роздольненський,Кумове,33.61936,45.83788
Крим,Роздольненський,Максимівка,33.61799,45.77127
Крим,Роздольненський,Городнє,33.70279,45.75823
Крим,Роздольненський,Руч'ї,33.66176,45.78518
Крим,Роздольненський,Сінокісне,33.51517,45.73248
Крим,Роздольненський,Федорівка,33.68408,45.77505
Крим,Первомайський,Арбузове,33.86673,45.75788
Крим,Первомайський,Калініне,33.77695,45.74398
Крим,Первомайський,Макарівка,33.8808,45.74003
Крим,Первомайський,Матвіївка,33.81197,45.75376
Крим,Первомайський,Островське,34.06826,45.74398
Крим,Первомайський,Правда,33.8475,45.77934
Крим,Первомайський,Снігурівка,34.07925,45.77865
Крим,Красноперекопський,Богачівка,34.11392,45.88886
Крим,Красноперекопський,Братське,33.92115,45.83221
Крим,Красноперекопський,Вишнівка,33.96217,45.96491
Крим,Красноперекопський,Воїнка,33.98895,45.87067
Крим,Красноперекопський,Воронцівка,33.79257,45.84526
Крим,Красноперекопський,Долинка,33.93986,45.8614
Крим,Красноперекопський,Зелена Нива,33.89471,45.93435
Крим,Красноперекопський,Знам'янка,34.00234,45.77814
Крим,Красноперекопський,Ішунь,33.82587,45.92285
Крим,Красноперекопський,Карпова Балка,33.80751,46.06069
Крим,Красноперекопський,Красноармійське,34.02964,45.99357
Крим,Красноперекопський,Кріпке,33.91806,45.94242
Крим,Красноперекопський,Курганне,33.71858,45.85642
Крим,Красноперекопський,Магазинка,34.05144,45.86311
Крим,Красноперекопський,Новомиколаївка,33.96011,45.83496
Крим,Красноперекопський,Орлівське,33.97385,45.81247
Крим,м Армянськ,Перекоп,33.69232,46.16112
Крим,Красноперекопський,Полтавське,33.90793,45.78895
Крим,Красноперекопський,Привільне,33.87926,45.86311
Крим,Красноперекопський,Пролетарка,33.84081,45.98499
Крим,Красноперекопський,П'ятихатка,33.75498,46.04988
Крим,Красноперекопський,Рисове,33.69369,46.02636
Крим,Красноперекопський,Сватове,33.86724,45.8135
Крим,Красноперекопський,Смушкине,33.93814,46.01417
Крим,м Армянськ,Суворове,33.69112,46.0873
Крим,Красноперекопський,Таврійське,33.74966,45.97641
Крим,Красноперекопський,Трактове,33.75446,45.80063
Крим,Красноперекопський,Уткіне,33.89248,45.95135
Крим,Красноперекопський,Філатівка,33.7845,46.08112
Крим,Красноперекопський,Шатри,34.0032,45.79376
Крим,Джанкойський,Армійське,34.47544,45.76853
Крим,Джанкойський,Болотне,34.45742,45.73505
Крим,Джанкойський,Жилине,34.25829,45.76252
Крим,Джанкойський,Завіт-ленінський,34.38927,45.86414
Крим,Джанкойський,Зарічне,34.4811,45.73866
Крим,Джанкойський,Зелений Яр,34.35459,45.89899
Крим,Красноперекопський,Істочне,34.13624,45.82191
Крим,Джанкойський,Калинівка,34.33502,45.74776
Крим,Джанкойський,Ковильне,34.28198,45.79719
Крим,Джанкойський,Колоски,34.23408,45.8777
Крим,Джанкойський,Комсомольське,34.39356,45.77728
Крим,Джанкойський,Луганське,34.23923,45.802
Крим,Джанкойський,Мартинівка,34.33382,45.87805
Крим,Джанкойський,Маслове,34.36592,45.79239
Крим,Джанкойський,Медведівка,34.55749,45.8868
Крим,Джанкойський,Мілководне,34.42034,45.88423
Крим,Джанкойський,Новокримське,34.15529,45.77968
Крим,Джанкойський,Орденоносне,34.3012,45.73231
Крим,Джанкойський,Островське,34.42137,45.77024
Крим,Джанкойський,Павлівка,34.15666,45.74501
Крим,Джанкойський,Пахарівка,34.16422,45.83462
Крим,Джанкойський,Перепілкине,34.56333,45.74175
Крим,Джанкойський,Придорожнє,34.44214,45.79994
Крим,Джанкойський,Пробудження,34.24438,45.82998
Крим,Джанкойський,Пушкіне,34.38858,45.8456
Крим,Джанкойський,Рюмшине,34.3182,45.9704
Крим,Джанкойський,Солоне Озеро,34.45003,45.88543
Крим,Джанкойський,Солонцеве,34.27271,45.89624
Крим,Джанкойський,Стовпове,34.46463,45.82809
Крим,Джанкойський,Суботник,34.3951,45.82912
Крим,Джанкойський,Томашівка,34.11358,45.93864
Крим,Джанкойський,Цілинне,34.17898,45.90534
Крим,Джанкойський,Яснополянське,34.3503,45.9419
Крим,Красноперекопський,Іллінка,33.79566,45.8202
Крим,Джанкойський,Істочне,34.01436,45.90414
Крим,Красноперекопський,Надеждине,33.98912,46.03769
Херсонська,Каланчацький,Олексіївка,33.44581,46.06619
Херсонська,Каланчацький,Олександрівка,33.47774,46.11717
Херсонська,Каланчацький,Гаврилівка Друга,33.46813,46.17966
Херсонська,Каланчацький,Бабенківка Перша,33.49371,46.18172
Херсонська,Каланчацький,Ставки,33.5646,46.16815
Херсонська,Каланчацький,Червоний Чабан,33.60014,46.18687
Херсонська,Каланчацький,Макарівка,33.52976,46.23476
Херсонська,Новотроїцький,Василівка,34.06603,46.20558
Херсонська,Генічеський,Новий Труд,34.55509,46.07735
Херсонська,Генічеський,Попівка,34.49604,46.04233
Херсонська,Генічеський,Атамань,34.49947,46.01744
Херсонська,Генічеський,Чонгар,34.54565,46.03048
Херсонська,Новотроїцький,Новомихайлівка,34.48797,46.23871
Херсонська,Новотроїцький,Овер'янівка,34.37347,46.21965
Херсонська,Генічеський,Новодмитрівка,34.51321,46.20798
Херсонська,Генічеський,Веснянка,34.51647,46.16318
Херсонська,Новотроїцький,Дружелюбівка,34.05384,46.18189
Херсонська,Новотроїцький,Заозерне,34.30944,46.23167
Херсонська,Генічеський,Сиваш,34.4878,45.97074
Херсонська,Генічеський,Залізничне,34.512,46.01675
Крим,Совєтський,Совєтський,34.93481,45.33628
Крим,Нижньогірський,Нижньогірський,34.73894,45.4422
Крим,Кіровський,Кіровське,35.20483,45.2314
Крим,Совєтський,Варварівка,34.89567,45.32272
Крим,Совєтський,Дем'янівка,34.77894,45.42503
Крим,Совєтський,Коломенське,34.91575,45.30247
Крим,Совєтський,Корніївка,34.84159,45.34178
Крим,Совєтський,Краснофлотське,34.94802,45.31191
Крим,Совєтський,Лебединка,34.87146,45.33371
Крим,Совєтський,Маківка,34.97497,45.24238
Крим,Совєтський,Миколаївка,34.93051,45.26728
Крим,Совєтський,Новий Мир,34.87181,45.28049
Крим,Нижньогірський,Якимівка,34.82099,45.52185
Крим,Нижньогірський,Дворове,34.89601,45.62519
Крим,Нижньогірський,Дворіччя,34.81155,45.50674
Крим,Нижньогірський,Дрофине,34.61689,45.2853
Крим,Нижньогірський,Жемчужина,34.65568,45.27311
Крим,Нижньогірський,Заливне,34.86854,45.57695
Крим,Нижньогірський,Ізобільне,34.94167,45.57077
Крим,Нижньогірський,Коврове,34.88365,45.6106
Крим,Нижньогірський,Кукурудзяне,34.64178,45.37199
Крим,Нижньогірський,Ломоносове,34.68281,45.39997
Крим,Нижньогірський,Лугове,34.88228,45.60099
Крим,Нижньогірський,Лужки,34.85498,45.5452
Крим,Нижньогірський,Новогригорівка,34.60367,45.45027
Крим,Нижньогірський,Плодове,34.72298,45.44975
Крим,Нижньогірський,Прирічне,34.7077,45.27637
Крим,Нижньогірський,Розливи,34.72212,45.46125
Крим,Нижньогірський,Сім'яне,34.76211,45.46383
Крим,Нижньогірський,Степанівка,34.87747,45.59532
Крим,Нижньогірський,Стрепетове,34.61088,45.2726
Крим,Нижньогірський,Фрунзе,34.70804,45.30058
Крим,Нижньогірський,Цвітуще,34.87215,45.49593
Крим,Білогірський,Зибини,34.63989,45.235
Крим,Джанкойський,Антонівка,34.77413,45.69815
Крим,Джанкойський,Апрелівка,34.73894,45.68836
Крим,Джанкойський,Благодатне,34.76932,45.67703
Крим,Джанкойський,Ближнє,34.5726,45.57215
Крим,Джанкойський,Бородіно,34.67663,45.63806
Крим,Джанкойський,Многоводне,34.57964,45.72681
Крим,Джанкойський,Нижні Острожки,34.65465,45.66433
Крим,Джанкойський,Новокостянтинівка,34.63079,45.70141
Крим,Джанкойський,Новосільцеве,34.66822,45.58554
Крим,Джанкойський,Світле,34.65277,45.63274
Крим,Джанкойський,Слов'янське,34.69225,45.6851
Крим,Джанкойський,Стефанівка,34.78941,45.70965
Крим,Джанкойський,Федорівка,34.60848,45.58262
Крим,Нижньогірський,Піни,34.64607,45.25337
Крим,Совєтський,Алмазне,34.83129,45.38074
Крим,Совєтський,Барсове,34.93343,45.4834
Крим,Совєтський,Завітне,34.81001,45.32753
Крим,Совєтський,Лазарівка,34.91524,45.22161
Крим,Совєтський,Некрасовка,34.98253,45.44357
Крим,Совєтський,Октябрське,34.90494,45.39688
Крим,Совєтський,Привільне,34.78083,45.24221
Крим,Кіровський,Пруди,34.70014,45.23552
Крим,Совєтський,Пчільники,34.78374,45.29663
Крим,Совєтський,Роздольне,34.85361,45.35963
Крим,Совєтський,Ровенка,34.98424,45.48288
Крим,Білогірський,Хлібне,34.87215,45.26796
Крим,Совєтський,Чапаєвка,34.89223,45.28238
Крим,Совєтський,Чорноземне,34.81808,45.40752
Крим,Нижньогірський,Буревісник,34.65053,45.4422
Крим,Нижньогірський,Великосілля,34.74169,45.6209
Крим,Нижньогірський,Владиславівка,34.59148,45.46863
Крим,Нижньогірський,Омелянівка,34.90133,45.53266
Крим,Нижньогірський,Желябовка,34.75645,45.39911
Крим,Білогірський,Заріччя,34.70959,45.36135
Крим,Нижньогірський,Зелене,34.7331,45.4664
Крим,Нижньогірський,Зоркіне,34.71302,45.5476
Крим,Нижньогірський,Іванівка,34.72212,45.37594
Крим,Нижньогірський,Кирсанівка,34.80795,45.49095
Крим,Нижньогірський,Кісточківка,34.67251,45.31637
Крим,Нижньогірський,Кунцеве,34.66341,45.5464
