city,district,region,longitude,latitude,country
Подо-калинівка,Цюрупинський район,Херсонська область,33.13545,46.52538,Україна
Янтарне,Білозерський район,Херсонська область,32.44142,46.57602,Україна
Снігурівка,Снігурівський район,Миколаївська область,32.81668,47.08723,Україна
Первомайське,Жовтневий район,Миколаївська область,32.44142,47.03161,Україна
Берислав,Бериславський район,Херсонська область,33.43397,46.84107,Україна
Калінінське,Великоолександрівський район,Херсонська область,32.97426,47.1147,Україна
Козацьке,Бериславський район,Херсонська область,33.33767,46.79129,Україна
Березнегувате,Березнегуватський район,Миколаївська область,32.9904,47.24396,Україна
Добра Криниця,Баштанський район,Миколаївська область,32.31594,47.24001,Україна
Лоцкине,Баштанський район,Миколаївська область,32.38409,47.20276,Україна
Перемога,Баштанський район,Миколаївська область,32.50975,47.22336,Україна
Поляна,Снігурівський район,Миколаївська область,32.67986,47.1698,Україна
Нове Життя,Баштанський район,Миколаївська область,32.36538,47.15761,Україна
Новомар'ївка,Баштанський район,Миколаївська область,32.35937,47.17564,Україна
Широке,Снігурівський район,Миколаївська область,32.67506,47.09736,Україна
Василівка,Снігурівський район,Миколаївська область,32.85667,47.07401,Україна
Любине,Снігурівський район,Миколаївська область,32.67025,47.07899,Україна
Червоне,Жовтневий район,Миколаївська область,32.37894,47.06217,Україна
Комсомольське,Жовтневий район,Миколаївська область,32.54717,47.03264,Україна
Павлівка,Снігурівський район,Миколаївська область,32.84792,47.06234,Україна
Тамарине,Снігурівський район,Миколаївська область,32.99967,47.01959,Україна
Новокондакове,Снігурівський район,Миколаївська область,32.84037,47.00191,Україна
Новий Шлях,Снігурівський район,Миколаївська область,32.70904,46.98921,Україна
Любимівка,Снігурівський район,Миколаївська область,32.6627,47.01239,Україна
Куйбишеве,Снігурівський район,Миколаївська область,32.64192,47.01136,Україна
Бурханівка,Снігурівський район,Миколаївська область,32.62836,46.98595,Україна
Засілля,Жовтневий район,Миколаївська область,32.42735,47.022,Україна
Костянтинівка,Жовтневий район,Миколаївська область,32.31233,46.98681,Україна
Новомиколаївка,Жовтневий район,Миколаївська область,32.36023,46.96432,Україна
Виноградне,Снігурівський район,Миколаївська область,32.67815,46.96655,Україна
Васильки,Снігурівський район,Миколаївська область,32.55815,46.97874,Україна
Новогригорівка,Жовтневий район,Миколаївська область,32.32487,46.87935,Україна
Красне Знам'я,Снігурівський район,Миколаївська область,32.37551,46.88862,Україна
Тернові Поди,Снігурівський район,Миколаївська область,32.38512,46.85892,Україна
Новогригорівка,Березнегуватський район,Миколаївська область,33.15519,47.2376,Україна
Тернівка,Березнегуватський район,Миколаївська область,33.00739,47.19864,Україна
Велике Артакове,Березнегуватський район,Миколаївська область,33.07108,47.21975,Україна
Калинівка,Березнегуватський район,Миколаївська область,32.97031,47.23675,Україна
Новоолександрівка,Баштанський район,Миколаївська область,32.44829,47.16602,Україна
Червона Долина,Снігурівський район,Миколаївська область,32.66132,47.14662,Україна
Гуляйгородок,Снігурівський район,Миколаївська область,32.58648,46.8742,Україна
Червоний Став,Баштанський район,Миколаївська область,32.61377,47.22422,Україна
Покровське,Снігурівський район,Миколаївська область,32.61927,47.18628,Україна
Бармашове,Жовтневий район,Миколаївська область,32.45447,47.08517,Україна
Новокиївка,Снігурівський район,Миколаївська область,32.49962,46.86252,Україна
Богородицьке,Снігурівський район,Миколаївська область,32.49344,46.84982,Україна
Киселівка,Снігурівський район,Миколаївська область,32.47198,46.99968,Україна
Вавилове,Снігурівський район,Миколаївська область,32.47095,46.92432,Україна
Центральне,Снігурівський район,Миколаївська область,32.47318,46.90527,Україна
Максимівка,Снігурівський район,Миколаївська область,32.48485,46.96329,Україна
Висунськ,Березнегуватський район,Миколаївська область,32.81891,47.25632,Україна
Пришиб,Березнегуватський район,Миколаївська область,32.82766,47.22404,Україна
Любомирівка,Березнегуватський район,Миколаївська область,32.8747,47.18817,Україна
Новопетрівка,Березнегуватський район,Миколаївська область,32.88208,47.18387,Україна
Юр'ївка,Снігурівський район,Миколаївська область,32.83951,47.03264,Україна
Нововасилівка,Снігурівський район,Миколаївська область,32.80672,47.00209,Україна
Афанасіївка,Снігурівський район,Миколаївська область,32.81479,47.02148,Україна
Єлизаветівка,Снігурівський район,Миколаївська область,32.81856,46.94458,Україна
Романово-булгакове,Снігурівський район,Миколаївська область,32.79282,46.97857,Україна
Братівка,Снігурівський район,Миколаївська область,32.78114,46.94595,Україна
Галаганівка,Снігурівський район,Миколаївська область,32.83075,46.90681,Україна
Новотимофіївка,Снігурівський район,Миколаївська область,32.78955,46.84502,Україна
Олександрівка,Снігурівський район,Миколаївська область,32.76089,46.83712,Україна
Василівка,Березнегуватський район,Миколаївська область,32.83693,47.25717,Україна
Веселий Кут,Березнегуватський район,Миколаївська область,32.91057,47.15486,Україна
Яковлівка,Березнегуватський район,Миколаївська область,32.93066,47.16843,Україна
Радгоспне,Снігурівський район,Миколаївська область,32.56605,47.16946,Україна
Воровське,Жовтневий район,Миколаївська область,32.37963,47.10989,Україна
Кобзарці,Снігурівський район,Миколаївська область,32.77342,47.14645,Україна
Новопавлівське,Снігурівський район,Миколаївська область,32.90131,47.13564,Україна
Павло-мар'янівка,Снігурівський район,Миколаївська область,32.88483,47.10079,Україна
Партизанське,Жовтневий район,Миколаївська область,32.53275,47.06852,Україна
Івано-кепине,Снігурівський район,Миколаївська область,32.85152,47.04174,Україна
Новоселівка,Жовтневий район,Миколаївська область,32.39216,47.00088,Україна
Ясна Поляна,Білозерський район,Херсонська область,32.8208,46.97702,Україна
Садове,Снігурівський район,Миколаївська область,32.74406,46.95333,Україна
Горохівське,Снігурівський район,Миколаївська область,32.70458,46.959,Україна
Першотравневе,Снігурівський район,Миколаївська область,32.60622,46.94939,Україна
Великопілля,Снігурівський район,Миколаївська область,32.65617,46.93479,Україна
Трудолюбівка,Снігурівський район,Миколаївська область,32.60965,46.92106,Україна
Світла Дача,Снігурівський район,Миколаївська область,32.65926,46.89274,Україна
Червоний Промінь,Снігурівський район,Миколаївська область,32.73857,46.89548,Україна
Червона Зірка,Снігурівський район,Миколаївська область,32.68982,46.87231,Україна
Петропавлівське,Снігурівський район,Миколаївська область,32.80655,46.91763,Україна
Безіменне,Снігурівський район,Миколаївська область,32.82286,47.04792,Україна
Зоря,Снігурівський район,Миколаївська область,32.65171,46.99676,Україна
Біла Криниця,Великоолександрівський район,Херсонська область,33.10953,47.21907,Україна
Шмідтове,Снігурівський район,Миколаївська область,32.46271,46.87506,Україна
Квітневе,Жовтневий район,Миколаївська область,32.45584,47.02131,Україна
Знам'янка,Снігурівський район,Миколаївська область,32.55163,46.89823,Україна
Мурахівка,Березнегуватський район,Миколаївська область,33.02044,47.24636,Україна
Євгенівка,Снігурівський район,Миколаївська область,32.90028,47.08877,Україна
Гречанівка,Снігурівський район,Миколаївська область,32.81032,46.93651,Україна
Новософіївка,Снігурівський район,Миколаївська область,32.82268,46.8948,Україна
Новопетрівка,Снігурівський район,Миколаївська область,32.66991,47.05496,Україна
Лиманці,Снігурівський район,Миколаївська область,32.82852,46.86819,Україна
Михайлівка,Снігурівський район,Миколаївська область,32.805,46.856,Україна
Мирне,Жовтневий район,Миколаївська область,32.30856,46.81583,Україна
Зелений Гай,Жовтневий район,Миколаївська область,32.41773,46.82991,Україна
Загорянівка,Білозерський район,Херсонська область,32.57721,46.8445,Україна
Сонячне,м. Херсон,Херсонська область,32.69102,46.81927,Україна
Високе,Бериславський район,Херсонська область,33.09906,46.92123,Україна
Ясна Поляна,Снігурівський район,Миколаївська область,32.80277,46.81446,Україна
Інгулівка,Бериславський район,Херсонська область,32.94456,46.90578,Україна
Куйбишеве,Бериславський район,Херсонська область,32.9849,46.97513,Україна
Таврійське,Бериславський район,Херсонська область,33.09271,46.98389,Україна
Львове,Бериславський район,Херсонська область,33.1521,46.79386,Україна
Дмитренка,Великоолександрівський район,Херсонська область,33.16704,47.00827,Україна
Новосілка,Бериславський район,Херсонська область,33.18695,46.96878,Україна
Шляхове,Бериславський район,Херсонська область,33.42316,46.87265,Україна
Ольгівка,Бериславський район,Херсонська область,33.19605,46.79352,Україна
Урожайне,Бериславський район,Херсонська область,33.38573,46.96586,Україна
Тараса Шевченка,Бериславський район,Херсонська область,33.28857,46.9578,Україна
Чарівне,Великоолександрівський район,Херсонська область,33.26368,47.01753,Україна
Степне,Бериславський район,Херсонська область,33.38367,47.02423,Україна
Корсунка,м. Нова Каховка,Херсонська область,33.1921,46.75953,Україна
Миколаївка,Бериславський район,Херсонська область,33.25287,46.78974,Україна
Одрадокам'янка,Бериславський район,Херсонська область,33.30025,46.78511,Україна
Сухий Ставок,Великоолександрівський район,Херсонська область,33.10369,47.15813,Україна
Новогреднєве,Великоолександрівський район,Херсонська область,33.00138,47.15246,Україна
Новополтавка,Великоолександрівський район,Херсонська область,32.98439,47.14508,Україна
Благодатівка,Великоолександрівський район,Херсонська область,33.00842,47.17649,Україна
Мала Сейдеминуха,Великоолександрівський район,Херсонська область,33.00688,47.13272,Україна
Костромка,Великоолександрівський район,Херсонська область,33.1497,47.13821,Україна
Стариця,Великоолександрівський район,Херсонська область,33.28394,47.13667,Україна
Іщенка,Великоолександрівський район,Херсонська область,33.24772,47.17752,Україна
Безводне,Великоолександрівський район,Херсонська область,33.28445,47.17272,Україна
Брускинське,Великоолександрівський район,Херсонська область,33.20927,47.15744,Україна
Карло-марксівське,Великоолександрівський район,Херсонська область,33.16017,47.11006,Україна
Криничанка,Великоолександрівський район,Херсонська область,33.20085,47.03934,Україна
Нова Кубань,Великоолександрівський район,Херсонська область,33.34848,47.11367,Україна
Максима Горького,Бериславський район,Херсонська область,33.31415,47.07813,Україна
Чкалове,Великоолександрівський район,Херсонська область,33.20755,47.06577,Україна
Киселівка,Білозерський район,Херсонська область,32.40761,46.75524,Україна
Федорівка,Білозерський район,Херсонська область,32.8062,46.80056,Україна
Тягинка,Бериславський район,Херсонська область,33.05374,46.7815,Україна
Раківка,Бериславський район,Херсонська область,33.25218,46.93651,Україна
Петрівське,Білозерський район,Херсонська область,32.34547,46.78957,Україна
Петрівка,м. Херсон,Херсонська область,32.63248,46.83025,Україна
Східне,Білозерський район,Херсонська область,32.59712,46.81944,Україна
Богданівка,м. Херсон,Херсонська область,32.63849,46.81017,Україна
Барвінок,Білозерський район,Херсонська область,32.45275,46.81017,Україна
Костомарове,Великоолександрівський район,Херсонська область,33.24325,47.03161,Україна
Львівські Отруби,Бериславський район,Херсонська область,33.10438,46.94509,Україна
Чайкине,Бериславський район,Херсонська область,32.99194,46.91299,Україна
Вітрове,Бериславський район,Херсонська область,32.95915,46.99076,Україна
Тельмана,Білозерський район,Херсонська область,32.78166,46.77927,Україна
Інгулець,Білозерський район,Херсонська область,32.82749,46.79026,Україна
Ульяновка,Білозерський район,Херсонська область,32.80037,46.78682,Україна
Матросівка,Бериславський район,Херсонська область,33.14472,46.91728,Україна
Першотравневе,Бериславський район,Херсонська область,33.21476,46.95127,Україна
Томарине,Бериславський район,Херсонська область,33.30419,46.87454,Україна
Веселе,Бериславський район,Херсонська область,33.35792,46.79541,Україна
Краснолюбецьк,Великоолександрівський район,Херсонська область,32.96173,47.12139,Україна
Заповіт,Великоолександрівський район,Херсонська область,32.96379,47.10319,Україна
Бобровий Кут,Великоолександрівський район,Херсонська область,32.94508,47.09839,Україна
Андріївка,Великоолександрівський район,Херсонська область,33.04739,47.17804,Україна
Лозове,Великоолександрівський район,Херсонська область,33.07142,47.19366,Україна
Білогірка,Великоолександрівський район,Херсонська область,33.13854,47.20001,Україна
Кучерське,Великоолександрівський район,Херсонська область,33.40874,47.15298,Україна
Садок,Великоолександрівський район,Херсонська область,33.33732,47.17426,Україна
Борозенське,Великоолександрівський район,Херсонська область,33.42024,47.17821,Україна
Давидів Брід,Великоолександрівський район,Херсонська область,33.19124,47.24172,Україна
Красносільське,Великоолександрівський район,Херсонська область,33.2884,47.03899,Україна
Степове,Великоолександрівський район,Херсонська область,33.17665,47.06165,Україна
Вишневе,Великоолександрівський район,Херсонська область,33.23038,47.06629,Україна
Кошара,Бериславський район,Херсонська область,33.39912,47.1274,Україна
Крутий Яр,Білозерський район,Херсонська область,32.48554,46.77189,Україна
Кірове,Бериславський район,Херсонська область,32.84843,46.89016,Україна
Дар'ївка,Білозерський район,Херсонська область,32.78286,46.75953,Україна
Токарівка,Білозерський район,Херсонська область,32.96053,46.75764,Україна
Бургунка,Бериславський район,Херсонська область,33.22677,46.81188,Україна
Вірівка,Бериславський район,Херсонська область,33.17562,46.88656,Україна
Вознесенське,Вознесенський район,Миколаївська область,31.3409,47.56239,Україна
Нова Одеса,Новоодеський район,Миколаївська область,31.78431,47.30095,Україна
Олександрівка,Вознесенський район,Миколаївська область,31.27705,47.69096,Україна
Веселинове,Веселинівський район,Миколаївська область,31.23568,47.35554,Україна
Єланець,Єланецький район,Миколаївська область,31.85022,47.69731,Україна
Юр'ївка,Бобринецький район,Кіровоградська область,32.13896,47.76426,Україна
Бузьке,Новоодеський район,Миколаївська область,32.00077,47.42987,Україна
Новошмідтівка,Новоодеський район,Миколаївська область,31.95923,47.32979,Україна
Сухий Єланець,Новоодеський район,Миколаївська область,31.99047,47.36961,Україна
Гребеники,Новоодеський район,Миколаївська область,31.94532,47.45956,Україна
Димівське,Новоодеський район,Миколаївська область,31.89177,47.48686,Україна
Артемівка,Новоодеський район,Миколаївська область,31.9388,47.50934,Україна
Новоолександрівка,Баштанський район,Миколаївська область,31.94618,47.56565,Україна
Дружелюбівка,Єланецький район,Миколаївська область,31.96541,47.67465,Україна
Крутоярка,Єланецький район,Миколаївська область,31.84507,47.72941,Україна
Покровка,Єланецький район,Миколаївська область,31.87666,47.75946,Україна
Ясногородка,Єланецький район,Миколаївська область,31.79735,47.75928,Україна
Суха Балка,Доманівський район,Миколаївська область,31.18074,47.42987,Україна
Подолянка,Веселинівський район,Миколаївська область,31.21765,47.41321,Україна
Степанівка,Веселинівський район,Миколаївська область,31.24907,47.42609,Україна
Луб'янка,Веселинівський район,Миколаївська область,31.32546,47.35931,Україна
Петрівка,Веселинівський район,Миколаївська область,31.31619,47.34421,Україна
Райдолина,Веселинівський район,Миколаївська область,31.2973,47.3485,Україна
Іванівка,Веселинівський район,Миколаївська область,31.37129,47.36309,Україна
Нововоскресенка,Веселинівський район,Миколаївська область,31.40287,47.37047,Україна
Варюшине,Веселинівський район,Миколаївська область,31.6226,47.35193,Україна
Михайлівка,Новоодеський район,Миколаївська область,31.63736,47.36017,Україна
Криворіжжя,Новоодеський район,Миколаївська область,31.75924,47.3691,Україна
Новосілка,Веселинівський район,Миколаївська область,31.18795,47.45613,Україна
Жовтневе,Доманівський район,Миколаївська область,31.18469,47.63122,Україна
Новокантакузівка,Доманівський район,Миколаївська область,31.20924,47.58419,Україна
Прибужани,Вознесенський район,Миколаївська область,31.33146,47.52943,Україна
Новогригорівка,Вознесенський район,Миколаївська область,31.42777,47.50574,Україна
Білоусівка,Вознесенський район,Миколаївська область,31.53128,47.41939,Україна
Дмитрівка,Вознесенський район,Миколаївська область,31.48647,47.42952,Україна
Новопристань,Вознесенський район,Миколаївська область,31.43686,47.45579,Україна
Підлісне,Новоодеський район,Миколаївська область,31.74156,47.46935,Україна
Троїцьке,Новоодеський район,Миколаївська область,31.66552,47.48308,Україна
Маложенівка,Єланецький район,Миколаївська область,31.82053,47.59758,Україна
Нововолодимирівка,Єланецький район,Миколаївська область,31.69779,47.67122,Україна
Шевченко,Вознесенський район,Миколаївська область,31.64681,47.56771,Україна
Щербанівське,Вознесенський район,Миколаївська область,31.62157,47.52119,Україна
Трудове,Вознесенський район,Миколаївська область,31.56183,47.52342,Україна
Вокзал,Вознесенський район,Миколаївська область,31.36751,47.42815,Україна
Прибужжя,Доманівський район,Миколаївська область,31.24203,47.67208,Україна
Таборівка,Вознесенський район,Миколаївська область,31.38434,47.60874,Україна
Ракове,Вознесенський район,Миколаївська область,31.4003,47.53767,Україна
Криворучка,Вознесенський район,Миколаївська область,31.22503,47.53441,Україна
Григорівське,Вознесенський район,Миколаївська область,31.5402,47.57904,Україна
Степове,Вознесенський район,Миколаївська область,31.4772,47.58985,Україна
Вознесенськ,м. Вознесенськ,Миколаївська область,31.53282,47.62024,Україна
Ясна Поляна,Братський район,Миколаївська область,31.61676,47.75293,Україна
Бузьке,Вознесенський район,Миколаївська область,31.19139,47.75431,Україна
Пряме,м. Вознесенськ,Миколаївська область,31.26555,47.62144,Україна
Агрономія,Арбузинський район,Миколаївська область,31.31327,47.77233,Україна
Веселий Роздол,Вознесенський район,Миколаївська область,31.30983,47.74504,Україна
Актове,Вознесенський район,Миколаївська область,31.45781,47.70315,Україна
Петропавлівка,Братський район,Миколаївська область,31.49729,47.73319,Україна
Вільний Яр,Вознесенський район,Миколаївська область,31.43738,47.76083,Україна
Михайлівка,Єланецький район,Миколаївська область,31.73349,47.71671,Україна
Малодворянка,Єланецький район,Миколаївська область,32.05707,47.73182,Україна
Ковалівка,Єланецький район,Миколаївська область,32.02789,47.67225,Україна
Приют,Єланецький район,Миколаївська область,32.08591,47.70401,Україна
Веселий Поділ,Новобузький район,Миколаївська область,32.25775,47.68066,Україна
Новомиколаївка,Новобузький район,Миколаївська область,32.01965,47.61148,Україна
Семенівка,Єланецький район,Миколаївська область,32.10256,47.62178,Україна
Водяно-лорине,Єланецький район,Миколаївська область,32.09553,47.57355,Україна
Новоукраїнка,Баштанський район,Миколаївська область,32.21037,47.55449,Україна
Єрмолівка,Баштанський район,Миколаївська область,32.26427,47.55655,Україна
Антонівка,Новобузький район,Миколаївська область,32.08866,47.52411,Україна
Веселе,Новоодеський район,Миколаївська область,32.09896,47.51964,Україна
Київське,Новоодеський район,Миколаївська область,32.02051,47.49458,Україна
Карлівка,Новоодеський район,Миколаївська область,32.1211,47.50454,Україна
Леніне,Баштанський район,Миколаївська область,32.13312,47.47896,Україна
Архангельське,Баштанський район,Миколаївська область,32.12608,47.46471,Україна
Новоолександрівка,Єланецький район,Миколаївська область,32.21552,47.53561,Україна
Привільне,Баштанський район,Миколаївська область,32.29208,47.48703,Україна
Суворовка,Новоодеський район,Миколаївська область,32.08643,47.39313,Україна
Червоноволодимирівка,Новоодеський район,Миколаївська область,32.04437,47.33751,Україна
Катеринівка,Баштанський район,Миколаївська область,32.18033,47.40669,Україна
Любарка,Баштанський район,Миколаївська область,32.19869,47.41751,Україна
Кашперо-миколаївка,Баштанський район,Миколаївська область,32.19011,47.37785,Україна
Новобірзулівка,Баштанський район,Миколаївська область,32.27594,47.40223,Україна
Новопетрівка,Баштанський район,Миколаївська область,32.19852,47.34918,Україна
Піски,Баштанський район,Миколаївська область,32.25414,47.34661,Україна
Костянтинівка,Баштанський район,Миколаївська область,32.27989,47.36498,Україна
Первенець,Веселинівський район,Миколаївська область,31.18607,47.28344,Україна
Федорівка,Веселинівський район,Миколаївська область,31.30245,47.29666,Україна
Штукар,Веселинівський район,Миколаївська область,31.38571,47.31691,Україна
Новокатеринівка,Веселинівський район,Миколаївська область,31.45729,47.28842,Україна
Новоандріївка,Миколаївський район,Миколаївська область,31.62998,47.31279,Україна
Ясна Поляна,Миколаївський район,Миколаївська область,31.64732,47.31228,Україна
Ковалівка,Миколаївський район,Миколаївська область,31.73161,47.26747,Україна
Зоря,Веселинівський район,Миколаївська область,31.26881,47.2661,Україна
Воронцівка,Новоодеський район,Миколаївська область,32.07664,47.28086,Україна
Костичі,Баштанський район,Миколаївська область,32.22067,47.28722,Україна
Бузьке,Арбузинський район,Миколаївська область,31.20495,47.61389,Україна
Новопавлівка,Новоодеський район,Миколаївська область,31.73555,47.40274,Україна
Урсолівка,Веселинівський район,Миколаївська область,31.327,47.40429,Україна
Григорівка,Веселинівський район,Миколаївська область,31.18383,47.30696,Україна
Староолексіївка,Веселинівський район,Миколаївська область,31.36648,47.28121,Україна
Христофорівка,Баштанський район,Миколаївська область,32.25757,47.26696,Україна
Калинівка,Єланецький район,Миколаївська область,31.90807,47.63517,Україна
Троїцьке,Вознесенський район,Миколаївська область,31.75478,47.34592,Україна
Новомиколаївка,Новоодеський район,Миколаївська область,31.73075,47.423,Україна
Куйбишевка,Єланецький район,Миколаївська область,31.71032,47.63277,Україна
Новосафонівка,Новоодеський район,Миколаївська область,31.80525,47.54574,Україна
Зарічне,Новоодеський район,Миколаївська область,31.76903,47.50934,Україна
Щербані,Вознесенський район,Миколаївська область,31.75135,47.52342,Україна
Дорошівка,Вознесенський район,Миколаївська область,31.4633,47.47639,Україна
Микільське,Братський район,Миколаївська область,31.71616,47.7598,Україна
Великосербулівка,Єланецький район,Миколаївська область,31.67667,47.70418,Україна
Трикрати,Вознесенський район,Миколаївська область,31.40459,47.71654,Україна
Нововасилівка,Єланецький район,Миколаївська область,32.02309,47.7689,Україна
Березнегуватське,Новобузький район,Миколаївська область,32.27491,47.75345,Україна
Возсіятське,Єланецький район,Миколаївська область,32.11063,47.658,Україна
Павлівка,Новобузький район,Миколаївська область,32.26564,47.71431,Україна
Ольгопіль,Єланецький район,Миколаївська область,32.13879,47.72873,Україна
Велідарівка,Єланецький район,Миколаївська область,31.83529,47.66659,Україна
Андріївка,Миколаївський район,Миколаївська область,31.70689,47.32361,Україна
Дільниче,Новоодеський район,Миколаївська область,31.87151,47.41836,Україна
Новоолександрівське,Новоодеський район,Миколаївська область,31.89863,47.46231,Україна
Ясна Поляна,Новоодеський район,Миколаївська область,31.92078,47.53406,Україна
Уральське,Єланецький район,Миколаївська область,31.93022,47.58196,Україна
Водяне,Єланецький район,Миколаївська область,31.94653,47.60359,Україна
Малоукраїнка,Єланецький район,Миколаївська область,31.95425,47.66521,Україна
Бугорок,Єланецький район,Миколаївська область,31.78705,47.74761,Україна
Новоявленка,Єланецький район,Миколаївська область,31.79976,47.74898,Україна
Миколаївка,Веселинівський район,Миколаївська область,31.25799,47.37167,Україна
Очаківське,Вознесенський район,Миколаївська область,31.21594,47.44017,Україна
Цвіткове,Вознесенський район,Миколаївська область,31.23533,47.44566,Україна
Бузоварове,Веселинівський район,Миколаївська область,31.43068,47.36481,Україна
Манне,Вознесенський район,Миколаївська область,31.24752,47.46712,Україна
Червоні Кошари,Вознесенський район,Миколаївська область,31.29438,47.48085,Україна
Яструбинове,Вознесенський район,Миколаївська область,31.39481,47.4999,Україна
Рюмівське,Вознесенський район,Миколаївська область,31.50862,47.40154,Україна
Новоукраїнка,Вознесенський район,Миколаївська область,31.71444,47.45064,Україна
Кам'янка,Єланецький район,Миколаївська область,31.79152,47.526,Україна
Богодарівка,Єланецький район,Миколаївська область,31.81349,47.57664,Україна
Григорівка,Єланецький район,Миколаївська область,31.72852,47.68993,Україна
Новобілоусівка,Вознесенський район,Миколаївська область,31.42382,47.41133,Україна
Акмечетські Ставки,Доманівський район,Миколаївська область,31.21079,47.65697,Україна
Глюгове,Вознесенський район,Миколаївська область,31.20323,47.53372,Україна
Солдатське,Вознесенський район,Миколаївська область,31.53643,47.6417,Україна
Рацинська Дача,Вознесенський район,Миколаївська область,31.56389,47.6223,Україна
Малосербулівка,Єланецький район,Миколаївська область,31.59805,47.7059,Україна
Калинівка,Веселинівський район,Миколаївська область,31.29164,47.36292,Україна
Зоря,Вознесенський район,Миколаївська область,31.33524,47.72169,Україна
Трикратне,Вознесенський район,Миколаївська область,31.31018,47.70435,Україна
Воронівка,Вознесенський район,Миколаївська область,31.42347,47.6683,Україна
Андрійчикове,Вознесенський район,Миколаївська область,31.39258,47.46677,Україна
Веселий Поділ,Єланецький район,Миколаївська область,31.86035,47.62281,Україна
Привільнянське,Новобузький район,Миколаївська область,32.23303,47.69955,Україна
Новомиколаївка,Єланецький район,Миколаївська область,32.2138,47.66659,Україна
Вільна Поляна,Баштанський район,Миколаївська область,32.19028,47.55501,Україна
Лисянка,Баштанський район,Миколаївська область,32.12196,47.48411,Україна
Михайлівка,Баштанський район,Миколаївська область,32.1508,47.44652,Україна
Зелений Гай,Баштанський район,Миколаївська область,32.2023,47.39399,Україна
Свобода,Баштанський район,Миколаївська область,32.22084,47.37734,Україна
Новогригорівка,Веселинівський район,Миколаївська область,31.18658,47.32378,Україна
Суха Балка,Миколаївський район,Миколаївська область,31.67805,47.28756,Україна
Улянівка,Новоодеський район,Миколаївська область,32.03081,47.28945,Україна
Островське,Новоодеський район,Миколаївська область,32.08883,47.2891,Україна
Новофонтанка,Баштанський район,Миколаївська область,32.20419,47.32069,Україна
Братолюбівка,Єланецький район,Миколаївська область,31.94962,47.74229,Україна
Бакай,Вознесенський район,Миколаївська область,31.49901,47.41442,Україна
Новий Степ,Веселинівський район,Миколаївська область,31.43721,47.31743,Україна
Кіровка,Новоодеський район,Миколаївська область,32.00283,47.32447,Україна
Малосолоне,Вознесенський район,Миколаївська область,31.60458,47.61955,Україна
Майське,Новобузький район,Миколаївська область,32.20539,47.70401,Україна
Кам'янка,Новоодеський район,Миколаївська область,31.83392,47.6441,Україна
